,day,size,250,out_250,500,out_500,1000,out_1000,2000,out_2000
0,2023-03-05 00:00:00,9,0,0.22748555486240904,0,0.38071141645463197,0,0.45008430598504795,0,0.3919211898128695
0,2023-03-06 00:00:00,18,0,0.22622798696942406,0,0.17811862982530574,0,0.39917120380148124,0,0.2919016139242644
0,2023-03-07 00:00:00,35,0,0.22986365022608599,1,0.26601823602096697,1,0.4776916548313192,0,0.4292733335109899
0,2023-03-08 00:00:00,63,1,0.1777969504653951,0,0.2845998965028182,2,0.41400128330643937,0,0.35628499337059505
0,2023-03-09 00:00:00,77,2,0.24637534754744062,0,0.3579189198064098,2,0.5087375073173638,2,0.43824160635802173
0,2023-03-10 00:00:00,44,0,0.18027773338170838,1,0.21472734500400867,0,0.42808938983014705,0,0.2563293826270116
0,2023-03-11 00:00:00,8,0,0.20701656213102032,1,0.19388749745950076,1,0.22461860706493347,0,0.18600668222396674
0,2023-03-12 00:00:00,98,0,0.16265931523883395,2,0.2988271808542143,1,0.4706678232925454,1,0.4078108091332598
0,2023-03-13 00:00:00,59,0,-0.20030519635689534,0,-0.018154129859751206,0,0.05867402080197334,0,-0.40508787871847624
0,2023-03-14 00:00:00,36,0,0.24909703561586008,0,0.19440768007586798,0,0.4153023860336723,0,0.27886339571529467
0,2023-03-15 00:00:00,79,0,0.17694813110088012,0,0.21560192263009664,0,0.3990362942480012,0,0.35739827443632965
0,2023-03-16 00:00:00,79,1,0.1455140943795539,1,0.19127544191549245,1,0.37198869825910763,4,0.25390585429774104
0,2023-03-17 00:00:00,31,1,0.23335426588221117,2,0.2966289022814071,3,0.5064341591886068,1,0.3576363748491121
0,2023-03-18 00:00:00,45,1,0.23980956956425206,2,0.35880076535848227,1,0.46280701805675,0,0.4431716477252715
0,2023-03-19 00:00:00,35,1,0.18054076750052764,1,0.3741599233958807,0,0.41382032633067495,1,0.4137796844432871
0,2023-03-20 00:00:00,20,0,0.10903379023380194,0,0.23568454460935706,0,0.3279418273452322,0,0.35155610626758105
0,2023-03-21 00:00:00,79,1,0.18082615302420935,1,0.3036006074270045,0,0.46575136265789274,0,0.41856511384870704
0,2023-03-22 00:00:00,72,1,0.18580141120014362,0,0.22300186322894608,0,0.4394482546206531,1,0.3537976584272968
0,2023-03-23 00:00:00,187,2,0.16980088024460685,0,0.2894088112619556,1,0.46093036104476787,0,0.36210972558356935
0,2023-03-24 00:00:00,33,0,0.0884306623416429,0,-0.03556479502049921,1,-0.034724748955220396,0,-0.28328618512937787
0,2023-03-25 00:00:00,73,3,0.2305802919770568,0,0.3699712290635903,2,0.5177446059237012,0,0.4775134178232707
0,2023-03-26 00:00:00,56,1,0.09207382877442723,8,0.24702904602068487,4,0.429872929321857,4,0.18078923887932555
0,2023-03-27 00:00:00,46,1,0.181557204663402,0,0.30159172479409485,2,0.4124856788201103,1,0.3358507204372304
0,2023-03-28 00:00:00,31,0,0.1741608388447978,1,0.30197915015379345,0,0.48125427612642535,0,0.4175041204826271
0,2023-03-29 00:00:00,31,1,0.20798353832393873,0,0.2694593590435277,1,0.43766923831116133,0,0.3315546118467624
0,2023-03-30 00:00:00,96,2,0.1085561529436013,4,0.2743650186672404,0,0.46811970790066154,1,0.38284503670974973
0,2023-05-02 00:00:00,12,0,0.24942271945222594,0,0.30330156194517066,0,0.5095038126910885,0,0.42226475046272116
0,2023-05-03 00:00:00,111,3,0.11231101945460253,0,0.2504021210148342,1,0.4587032510602461,3,0.3302185992412344
0,2023-05-04 00:00:00,82,5,0.14237174562955057,0,0.2525310827581466,1,0.4586479916155886,0,0.34305164506451546
0,2023-05-05 00:00:00,38,3,0.17461934700474102,1,0.25737012567911904,0,0.4701851865692342,0,0.34051209912190517
0,2023-05-06 00:00:00,11,0,0.29216935125212945,0,0.4914619258408985,1,0.42117544217968966,0,0.38386632902291706
0,2023-05-07 00:00:00,83,3,0.22141385837955121,0,0.360343552642345,1,0.5262885071969275,1,0.4112752492823515
0,2023-05-08 00:00:00,64,0,0.18509414440149835,1,0.20693857606037125,0,0.3882456941876275,0,0.23039166000512412
0,2023-05-09 00:00:00,184,14,0.14543066621052098,7,0.2363487436484112,1,0.4816924951042854,5,0.30624603908645665
0,2023-05-10 00:00:00,42,1,0.14327533246453458,0,0.10059460297150069,0,0.34776013219349317,0,0.22394136211646234
0,2023-05-11 00:00:00,31,0,0.14538137597595877,1,0.06240814582103347,0,0.31257927077108183,0,0.05017554820289816
0,2023-05-12 00:00:00,110,1,0.20218951061474866,0,0.336802679216021,0,0.4507243861201214,1,0.33611547881914067
0,2023-05-13 00:00:00,87,1,0.1833425132863741,0,0.31615266957772875,0,0.5173486337285633,1,0.35126591836288995
0,2023-05-14 00:00:00,160,9,0.15071721185627204,1,0.26559460434446985,3,0.5149933327286768,2,0.33803194127999664
0,2023-05-15 00:00:00,127,9,0.10466342316607814,1,0.15007824931466254,0,0.3707214406607879,2,0.14017552312424172
0,2023-05-16 00:00:00,209,0,-4.143556270294229,4,-0.39307804181977635,10,-0.11467466351569922,5,-1.3605848925902644
0,2023-05-17 00:00:00,183,1,-0.16961085558491562,12,0.2244095729512428,5,0.48472553415828734,10,0.19387493663512842
0,2023-05-18 00:00:00,104,1,0.1539218491429031,0,0.2239173187159285,0,0.4845378006478245,0,0.23371572307785884
0,2023-05-23 00:00:00,46,0,0.24599306083704275,0,0.22309177110336795,2,0.4055986588378351,0,0.14829113398321597
0,2023-05-24 00:00:00,34,0,0.1605365062574506,2,0.09039921202224727,0,0.276418518008013,1,0.10161607505497905
0,2023-05-25 00:00:00,32,0,0.2092844019495702,0,0.25818343732791227,0,0.4763226701517347,0,0.24473882834025085
0,2023-05-26 00:00:00,126,2,0.18600441512914043,1,0.29600711958778825,2,0.5458038514186064,1,0.345776194066771
0,2023-05-27 00:00:00,120,3,0.1817825452512909,3,0.3331672767091138,0,0.5911055616924241,4,0.39507352476764196
0,2023-05-28 00:00:00,122,2,0.22793788010246196,3,0.3548419813082675,3,0.6296185712673339,0,0.3709470863346817
0,2023-05-29 00:00:00,42,0,0.24435185207377255,0,0.1740036340306005,0,0.3752664336512346,0,0.02947751974033503
0,2023-05-30 00:00:00,41,0,0.22215085290748748,0,0.19266381676787406,0,0.3948677107720204,0,0.07419317796119589
0,2023-05-31 00:00:00,30,0,0.24336986430926486,0,0.282757929689147,0,0.4925919888562824,0,0.3070328752757696
0,2023-06-01 00:00:00,187,7,0.23869129720278948,5,0.3441740586497707,2,0.5848789088909704,2,0.38347777094287083
0,2023-06-02 00:00:00,162,0,0.26782900794759995,1,0.33935781817524147,0,0.553263729400419,3,0.42273772131852233
0,2023-06-03 00:00:00,16,0,0.29010412528846097,0,0.30667990883711943,1,0.5114794205130733,0,0.2777271809084073
0,2023-06-04 00:00:00,55,1,0.23550248471375695,0,0.34813708367806523,0,0.5664663717487726,0,0.3234597099742619
0,2023-06-05 00:00:00,81,0,0.34071452086523096,1,0.35339204139031133,0,0.5800449924198837,0,0.40120722448693746
0,2023-06-06 00:00:00,149,2,0.248184098277813,0,0.34447098369983153,1,0.5933339508977058,0,0.40997871081945825
0,2023-06-07 00:00:00,87,1,0.23550064328985806,2,0.3247707349887294,1,0.5832716816729998,0,0.3668822284988136
0,2023-06-08 00:00:00,61,0,0.2528459552588955,1,0.33831495082304225,3,0.5808767418317498,1,0.37353128759590765
0,2023-06-09 00:00:00,77,7,0.28467218912823417,4,0.34875620274687746,3,0.6403168909934184,1,0.33499447326856213
0,2023-06-10 00:00:00,129,0,-1.510291134612547,2,-0.15608317679496014,16,-0.4150864779972319,13,-0.7198388477576719
0,2023-06-11 00:00:00,107,5,-0.144060964607856,13,0.1928055456485954,6,0.42292726202440845,1,0.2491866443480488
0,2023-06-12 00:00:00,139,1,0.24058362636354688,1,0.3189441407900061,2,0.5803011974591239,1,0.3937363598984307
0,2023-06-13 00:00:00,187,1,0.26069491940403006,0,0.3424433131798136,1,0.5983176383446477,2,0.4157976402231042
0,2023-06-14 00:00:00,96,0,0.24401731947604285,1,0.3270336578089205,1,0.5520988432427482,1,0.37979454168181853
0,2023-06-15 00:00:00,167,4,0.25002153303304003,1,0.3278040567624616,0,0.6005514583000049,1,0.4141835214304393
0,2023-06-16 00:00:00,23,0,0.20522051165551,1,0.28506716612033633,0,0.5236805600186736,2,0.3088612705766587
0,2023-06-17 00:00:00,123,2,0.27342078698596695,0,0.39977852400051855,2,0.6157023698754883,4,0.47612096031875467
0,2023-06-18 00:00:00,30,0,0.2742364467136908,1,0.24369598609044993,1,0.4299183853844543,1,0.06389976701253866
0,2023-06-19 00:00:00,40,1,0.24943663339379166,0,0.1738969504053621,0,0.36897830780544016,0,-0.028213243935916604
0,2023-06-20 00:00:00,38,0,0.2001391101958556,1,0.10362123183369332,0,0.3631105273263642,0,0.019621651724110886
0,2023-06-21 00:00:00,101,0,0.2646131492125296,0,0.31837042469478477,0,0.6062615013105496,0,0.37969165776865244
0,2023-06-22 00:00:00,190,2,0.2423020080740924,4,0.3501575529630532,3,0.6217550187791934,4,0.39782097892995494
0,2023-06-23 00:00:00,154,0,0.32015193634343553,1,0.4220175613775826,0,0.614395339863391,2,0.48044696285341837
0,2023-06-24 00:00:00,132,1,0.2813269182175541,0,0.3492305689947319,1,0.581577411201544,0,0.4135567238079339
0,2023-06-25 00:00:00,89,3,0.28000218227760715,1,0.3761446940997724,0,0.6001573746051811,0,0.37675065202812497
0,2023-06-26 00:00:00,211,6,0.22486412941516945,1,0.33706631937578735,1,0.5997715514968874,2,0.3851244457634627
0,2023-06-27 00:00:00,205,5,0.23333215590524345,0,0.3198615312149712,1,0.5670374632733755,1,0.37480783158389747
0,2023-06-28 00:00:00,126,0,0.21145384511322285,0,0.320235075515617,1,0.5783596837687732,0,0.33844902462674664
0,2023-06-29 00:00:00,126,1,0.2728784970691823,1,0.33570302872618735,0,0.5204986626276732,3,0.38860483264675344
0,2023-06-30 00:00:00,76,0,0.2384902377077567,1,0.28140645918709706,1,0.5532774301880903,0,0.2862080466632771
0,2023-07-01 00:00:00,11,0,2.8635910431065867,0,4.737696583769382,0,6.324398830869824,1,7.546531474574036
0,2023-07-02 00:00:00,44,0,0.30818431113256944,1,0.41868247495645755,1,0.6334992490249394,0,0.41322012716170636
0,2023-07-03 00:00:00,15,0,0.2917686782574911,1,0.26678114348063586,1,0.3708649094783374,0,0.24706779044936067
0,2023-07-04 00:00:00,88,1,0.2893206106356532,1,0.32446280538359173,0,0.5604137524323878,0,0.3524067149292181
0,2023-07-05 00:00:00,151,3,0.27600963097884634,2,0.35613891137215764,0,0.6326319953661095,3,0.4385993264306392
0,2023-07-06 00:00:00,166,5,0.2563849548377249,2,0.33668684360074413,2,0.6207507680663642,4,0.3763551645094361
0,2023-07-07 00:00:00,80,0,0.31591575112954245,0,0.3384058937018524,0,0.5637382651146783,1,0.3670089569614671
0,2023-07-08 00:00:00,48,1,0.28083296022987025,0,0.3830981097729698,1,0.6120589883769677,1,0.39241830698413915
0,2023-07-09 00:00:00,133,4,0.26343848771456874,1,0.35144059266870115,1,0.6297817274410847,2,0.4159759204165304
0,2023-07-10 00:00:00,29,0,0.3042050247284941,0,0.3373586327505062,1,0.561305986536743,0,0.29404094254855034
0,2023-07-11 00:00:00,116,2,0.24652504192773453,1,0.34518968633183966,0,0.6313564513970709,0,0.3756825369792219
0,2023-07-12 00:00:00,129,0,0.242219467320453,0,0.288713549152515,2,0.5508772926530637,0,0.30843505057410336
0,2023-07-13 00:00:00,79,0,0.31077978457342276,1,0.32787210666216243,0,0.5136462957141554,0,0.32646765479870515
0,2023-07-14 00:00:00,29,0,0.23476222664010313,1,0.3230565028386076,0,0.5040182230642423,0,0.2333716971024664
0,2023-07-15 00:00:00,34,0,0.22082703042465487,2,0.3211077053956244,0,0.4980340877038109,1,0.21694175019266268
0,2023-07-16 00:00:00,105,2,0.1851751896719581,1,0.2880833152164173,0,0.5964192239333453,2,0.38014445913556566
0,2023-07-17 00:00:00,17,2,0.22301034199591435,0,0.31648777941254147,0,0.5785659990087579,0,0.3199570832737141
0,2023-07-18 00:00:00,47,0,0.2808064940064957,1,0.19901130732475994,0,0.4216914665971817,0,0.0977840530791126
0,2023-07-19 00:00:00,71,1,0.3289658402187933,1,0.3707750224040314,0,0.557753988698936,1,0.39883181881160884
0,2023-07-20 00:00:00,122,0,0.32282134499176146,0,0.3643841477090881,0,0.6098773469394769,1,0.4342515515285141
0,2023-07-21 00:00:00,158,0,0.31862452703454897,0,0.39374993019199894,0,0.6402011189006496,3,0.46293628362954575
0,2023-07-22 00:00:00,186,0,0.2860709999489411,0,0.38230481173797554,1,0.6159040845822901,3,0.4182276800641892
0,2023-07-23 00:00:00,191,1,0.27822266298306486,0,0.3612111950803781,0,0.5934739581268,2,0.45456369315243883
0,2023-07-24 00:00:00,177,0,0.25772974767650747,0,0.30813647965176816,0,0.5379285575308473,0,0.3618584927862115
0,2023-07-25 00:00:00,169,0,0.29475990041097166,0,0.36133904670909356,2,0.6117233608049358,3,0.4566972536995897
0,2023-07-26 00:00:00,84,0,0.3162582959341667,0,0.2742965472810097,1,0.534000727397184,0,0.3526300631457869
0,2023-07-27 00:00:00,102,0,0.320854718464567,0,0.3429472900831674,0,0.5992998863477003,1,0.4034798390228058
0,2023-07-28 00:00:00,47,0,0.33862255998988405,0,0.34088206194252096,1,0.6268259027273847,1,0.3623810088174819
0,2023-07-29 00:00:00,156,0,0.31226893577300424,1,0.37977267898870387,0,0.6089276841988027,5,0.4481489226930932
0,2023-07-30 00:00:00,142,0,0.3221134931294494,4,0.35367561350768123,0,0.591423583120468,1,0.40649647727999555
0,2023-07-31 00:00:00,34,0,0.284104621631377,0,0.39081378149405693,0,0.54906740044756,1,0.37090190035884485
0,2023-08-01 00:00:00,83,1,0.32844226619612993,1,0.3369627962742382,0,0.6204952855008459,0,0.3962274113214702
0,2023-08-02 00:00:00,188,0,0.2976056646765083,1,0.3779163780230683,0,0.5940912773542779,3,0.42643846747949676
0,2023-08-03 00:00:00,149,2,0.23314380656624295,0,0.33986313374629135,1,0.5860336806668799,0,0.3666187935212375
0,2023-08-04 00:00:00,101,1,0.28933272468954885,1,0.35096849344644215,0,0.608396294155429,0,0.4073997550759358
0,2023-08-05 00:00:00,127,0,0.03476856886440935,24,0.4076908240176851,13,0.7325462544468692,0,1.4944686879211588
0,2023-08-06 00:00:00,30,0,0.17187541298200704,0,0.35056577846302495,0,0.5678937449031816,0,0.3164130222507315
0,2023-08-07 00:00:00,55,2,0.2149911188929994,0,0.2694010112116878,1,0.5127677380068751,1,0.30448828567932457
0,2023-08-08 00:00:00,74,0,0.15194254056046003,0,0.3100768718735606,3,0.5110827630549978,0,0.2856002687449623
0,2023-08-09 00:00:00,156,0,0.2510441332429712,1,0.297219204955192,0,0.5476646942652532,0,0.37686818208441053
0,2023-08-10 00:00:00,128,1,0.2954033031720015,0,0.38372813657300453,0,0.5905813210882066,0,0.37806595317100383
0,2023-08-11 00:00:00,91,0,0.3321428422835517,1,0.36934060940333713,0,0.5649276755870175,1,0.3853853336585007
0,2023-08-12 00:00:00,33,0,0.30363103594995267,2,0.37634658866221604,1,0.5939701606654563,2,0.40129254668624476
0,2023-08-13 00:00:00,65,2,0.29557665008315986,1,0.3996313129553142,1,0.5826272288259771,0,0.43223776183085605
0,2023-08-14 00:00:00,120,2,0.3199849224393767,1,0.39876623246336124,1,0.5972296735386425,0,0.4024079911304109
0,2023-08-15 00:00:00,181,0,0.30160444724645297,1,0.40855556038989854,0,0.6045448996608727,3,0.45770728621641715
0,2023-08-16 00:00:00,100,1,0.1586795642615064,2,0.267953983060255,2,0.5649977571010393,1,0.2610385988929582
0,2023-08-17 00:00:00,238,1,0.2096909780577574,0,0.2764996393907937,0,0.5241687166986345,0,0.2619370084763218
0,2023-08-18 00:00:00,18,0,0.30266828390676037,1,0.34810716222786214,1,0.5737646721819872,1,0.36387496349921333
0,2023-08-19 00:00:00,107,0,0.3143986872250244,0,0.3630362150921976,0,0.5792312766448788,0,0.4051743370701502
0,2023-08-20 00:00:00,12,1,0.2587270578728336,0,0.29861132035659615,0,0.4782281025493302,0,0.15425791921795212
0,2023-08-21 00:00:00,75,1,0.2731113747870034,0,0.33032375848927076,0,0.5841009963886458,0,0.3604575063312805
0,2023-08-22 00:00:00,168,1,0.26812946821027034,0,0.2918816368911552,0,0.5806134848928142,0,0.3845549278173119
0,2023-08-23 00:00:00,120,0,0.29630193381174397,0,0.31822243730701094,1,0.5753698758616217,0,0.37183003315369856
0,2023-08-24 00:00:00,72,0,0.27810290154269235,3,0.32015157135923095,2,0.5612688136784953,1,0.36870813114976914
0,2023-08-25 00:00:00,100,0,0.27891038885853525,0,0.3482357321814643,0,0.5805949713913358,2,0.39051700040729553
0,2023-08-26 00:00:00,136,1,0.2594832149602894,1,0.33636972271781285,1,0.5893715601621488,2,0.40404487553788787
0,2023-08-27 00:00:00,56,0,0.28036890745961224,0,0.40350241654654406,1,0.6031369817067023,0,0.40197760031368507
0,2023-08-28 00:00:00,37,1,0.25708790137580173,0,0.22945103824121862,0,0.40195383447385047,0,0.0764798514190783
0,2023-08-29 00:00:00,97,0,0.31727045231213213,0,0.3703314116095669,0,0.6483527694625025,1,0.42497018675989995
0,2023-08-30 00:00:00,193,0,0.24256398447449726,1,0.3163953826028404,0,0.5208545166877415,0,0.375120246426443
0,2023-08-31 00:00:00,164,4,0.2004961486112358,1,0.29994906183105047,1,0.5629448410257316,3,0.3009300982620265
0,2023-09-01 00:00:00,83,1,0.20717470562825774,0,0.3063761026936834,0,0.563847385221034,0,0.27822983620534086
0,2023-09-02 00:00:00,70,1,0.30336960484716974,0,0.34332993521409616,0,0.6036393922390794,0,0.40724909289902134
0,2023-09-03 00:00:00,39,0,0.3266465132052674,0,0.3483919541846213,0,0.555899556300194,2,0.39153658628424687
0,2023-09-04 00:00:00,70,0,0.2838277110498867,1,0.3086729182159666,0,0.427324796457235,0,0.24588311840488178
0,2023-09-05 00:00:00,36,5,0.32054003116745944,5,0.07846191888686842,3,-0.3166459682973658,2,1.0686305258375384
0,2023-09-06 00:00:00,29,0,0.19541538919406126,0,0.13338241622641528,0,0.3479168836497126,0,0.10225443349340642
0,2023-09-07 00:00:00,41,0,0.2598607109585431,0,0.19696033870240467,0,0.3649255854897343,0,0.013123810079189956
0,2023-09-08 00:00:00,143,2,0.3128000002840649,0,0.3440691808256742,1,0.5898622147122912,1,0.3790900795503024
0,2023-09-09 00:00:00,42,0,0.2779923278750892,2,0.3739277801587462,0,0.5081090655224437,0,0.4275207489841645
0,2023-09-10 00:00:00,22,0,0.250349783074014,2,0.305418983734666,1,0.48295764018145093,2,0.3972614815409088
0,2023-09-11 00:00:00,157,1,0.2458843327429349,1,0.32018548503748184,1,0.5630961742757982,0,0.35307489266681935
0,2023-09-12 00:00:00,91,2,0.2018464169949881,1,0.2547637337953578,0,0.47234251942013666,1,0.2764816326854408
0,2023-09-13 00:00:00,26,1,0.3109976548961542,0,0.21736533479957312,0,0.4084947386006501,0,0.06748640054265387
0,2023-09-18 00:00:00,115,1,0.3148284739494014,2,0.3468969876302239,2,0.6395933255156907,0,0.43214465785887424
0,2023-09-19 00:00:00,108,1,0.23858564724090275,1,0.315419946402469,1,0.5222926055285034,1,0.3852151476443479
0,2023-09-20 00:00:00,85,0,0.3433086020619343,0,0.40968992617914285,1,0.518599265832497,1,0.36194905897112817
0,2023-09-21 00:00:00,48,1,0.2996818947799422,0,0.3072304593117763,0,0.4129483489516932,0,0.21733105849574608
0,2023-09-22 00:00:00,36,0,0.27630609228301556,0,0.4712122350777612,0,0.45039555497612077,0,0.3265944689497403
0,2023-09-23 00:00:00,29,0,0.3092136506205717,2,0.44497845201903863,1,0.4225081363099344,1,0.2835535782631834
0,2023-09-24 00:00:00,18,0,0.2879616011680996,1,0.4932927029370528,1,0.5265355600360859,1,0.3710903437983032
0,2023-09-25 00:00:00,94,0,0.3153012202200505,0,0.36369421888112485,1,0.5944286650758183,1,0.3989285773745654
